"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Romanian Deadlift (Dumbbell)",,"",0,"normal",15.88,10,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Romanian Deadlift (Dumbbell)",,"",1,"normal",15.88,10,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Romanian Deadlift (Dumbbell)",,"",2,"normal",15.88,8,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Hip Adduction (Machine)",,"",0,"normal",34.02,20,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Hip Adduction (Machine)",,"",1,"normal",34.02,15,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Hip Adduction (Machine)",,"",2,"normal",36.29,15,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Calf Extension (Machine)",,"",0,"normal",40.82,15,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Calf Extension (Machine)",,"",1,"normal",40.82,15,,,
"the humbling workout","12 Nov 2025, 21:38","12 Nov 2025, 22:39","","Calf Extension (Machine)",,"",2,"normal",40.82,15,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Cable Fly Crossovers",,"mudei a base, botei os dois pes juntos e tive q baixar a carga\n\nsenti bastante o ombro (nao dor)",0,"warmup",18.14,15,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Cable Fly Crossovers",,"mudei a base, botei os dois pes juntos e tive q baixar a carga\n\nsenti bastante o ombro (nao dor)",1,"normal",31.75,8,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Cable Fly Crossovers",,"mudei a base, botei os dois pes juntos e tive q baixar a carga\n\nsenti bastante o ombro (nao dor)",2,"normal",31.75,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Cable Fly Crossovers",,"mudei a base, botei os dois pes juntos e tive q baixar a carga\n\nsenti bastante o ombro (nao dor)",3,"normal",31.75,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Preacher Curl (Barbell)",,"achei q o 60 ia de boas, achei errado\n\nto suspeitando q esse EZ bar eh mais pesada doq 20lbs kkkkk",0,"warmup",18.14,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Preacher Curl (Barbell)",,"achei q o 60 ia de boas, achei errado\n\nto suspeitando q esse EZ bar eh mais pesada doq 20lbs kkkkk",1,"normal",27.22,6,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Preacher Curl (Barbell)",,"achei q o 60 ia de boas, achei errado\n\nto suspeitando q esse EZ bar eh mais pesada doq 20lbs kkkkk",2,"normal",22.68,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Preacher Curl (Barbell)",,"achei q o 60 ia de boas, achei errado\n\nto suspeitando q esse EZ bar eh mais pesada doq 20lbs kkkkk",3,"normal",22.68,8,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Bicep Curl (Dumbbell)",,"to mei morto do outro ja, baixei pra 20lbs",0,"normal",18.14,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Bicep Curl (Dumbbell)",,"to mei morto do outro ja, baixei pra 20lbs",1,"normal",18.14,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Bicep Curl (Dumbbell)",,"to mei morto do outro ja, baixei pra 20lbs",2,"normal",18.14,12,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Single Arm Triceps Pushdown (Cable)",,"mas aí eu fui burrao e anotei errado da última vez",0,"warmup",13.61,20,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Single Arm Triceps Pushdown (Cable)",,"mas aí eu fui burrao e anotei errado da última vez",1,"normal",22.68,12,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Single Arm Triceps Pushdown (Cable)",,"mas aí eu fui burrao e anotei errado da última vez",2,"normal",22.68,10,,,
"peibitri","9 Nov 2025, 03:20","9 Nov 2025, 04:08","","Single Arm Triceps Pushdown (Cable)",,"mas aí eu fui burrao e anotei errado da última vez",3,"normal",22.68,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Thrust (Barbell)",,"lorenas machine",0,"normal",,20,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Thrust (Barbell)",,"lorenas machine",1,"normal",40.82,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Thrust (Barbell)",,"lorenas machine",2,"normal",81.65,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Thrust (Barbell)",,"lorenas machine",3,"normal",104.33,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Squat (Smith Machine)",,"i could literally hear my knees popping everytime i went down (la ele)",0,"normal",52.16,8,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Squat (Smith Machine)",,"i could literally hear my knees popping everytime i went down (la ele)",1,"normal",38.56,8,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Squat (Smith Machine)",,"i could literally hear my knees popping everytime i went down (la ele)",2,"normal",38.56,8,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Romanian Deadlift (Barbell)",,"",0,"normal",20.41,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Romanian Deadlift (Barbell)",,"",1,"normal",20.41,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Romanian Deadlift (Barbell)",,"",2,"normal",24.95,10,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Abduction (Machine)",,"",0,"normal",13.61,8,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Abduction (Machine)",,"",1,"normal",13.61,8,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hip Adduction (Machine)",,"",0,"normal",34.02,20,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hanging Knee Raise",,"",0,"normal",,12,,,
"leg day with my gym sis","7 Nov 2025, 02:14","7 Nov 2025, 03:44","","Hanging Knee Raise",,"",1,"normal",,12,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Incline Bench Press (Smith Machine)",,"pesadinn",0,"warmup",20.41,25,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Incline Bench Press (Smith Machine)",,"pesadinn",1,"normal",61.24,8,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Incline Bench Press (Smith Machine)",,"pesadinn",2,"failure",61.24,7,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Incline Bench Press (Smith Machine)",,"pesadinn",3,"normal",52.16,10,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Cable Fly Crossovers",,"pegado, forma tava meio merda",0,"normal",45.36,8,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Cable Fly Crossovers",,"pegado, forma tava meio merda",1,"failure",45.36,7,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Cable Fly Crossovers",,"pegado, forma tava meio merda",2,"normal",40.82,8,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Bicep Curl (Barbell)",,"",0,"warmup",13.61,15,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Bicep Curl (Barbell)",,"",1,"normal",22.68,15,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Bicep Curl (Barbell)",,"",2,"normal",27.22,10,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Bicep Curl (Barbell)",,"",3,"normal",27.22,10,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Preacher Curl (Machine)",,"fazendo as reps mais podres ja vistas\n\nah fodase",0,"normal",36.29,10,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Preacher Curl (Machine)",,"fazendo as reps mais podres ja vistas\n\nah fodase",1,"normal",36.29,6,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Triceps Pushdown",,"legal legal",0,"warmup",24.95,20,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Triceps Pushdown",,"legal legal",1,"normal",36.29,12,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Single Arm Triceps Pushdown (Cable)",,"baixei o peso pra fazer igual a foto",0,"normal",13.61,8,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Single Arm Triceps Pushdown (Cable)",,"baixei o peso pra fazer igual a foto",1,"normal",11.34,8,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Single Arm Triceps Pushdown (Cable)",,"baixei o peso pra fazer igual a foto",2,"dropset",11.34,6,,,
"peibitriiii","24 Oct 2025, 02:31","24 Oct 2025, 03:33","","Single Arm Triceps Pushdown (Cable)",,"baixei o peso pra fazer igual a foto",3,"dropset",6.8,6,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Squat (Barbell)",,"",0,"warmup",20.41,15,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Squat (Barbell)",,"",1,"normal",43.09,15,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Squat (Barbell)",,"",2,"normal",52.16,10,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Squat (Barbell)",,"",3,"normal",52.16,10,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Hack Squat (Machine)",,"idk i feel like i need to reduce the weight and go deeper",0,"normal",40.82,10,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Hack Squat (Machine)",,"idk i feel like i need to reduce the weight and go deeper",1,"normal",40.82,12,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Hack Squat (Machine)",,"idk i feel like i need to reduce the weight and go deeper",2,"normal",40.82,15,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Hip Adduction (Machine)",,"ja prevejo a dor nos dias seguintes",0,"normal",18.14,15,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Hip Adduction (Machine)",,"ja prevejo a dor nos dias seguintes",1,"normal",18.14,15,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Hip Adduction (Machine)",,"ja prevejo a dor nos dias seguintes",2,"normal",18.14,15,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Standing Calf Raise",,"famoso treino de vó",0,"normal",,100,,,
"What’s your excuse?","22 Oct 2025, 04:43","22 Oct 2025, 05:50","","Standing Calf Raise",,"famoso treino de vó",1,"normal",,50,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Cable Fly Crossovers",,"",0,"warmup",18.14,15,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Cable Fly Crossovers",,"",1,"normal",40.82,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Cable Fly Crossovers",,"",2,"normal",40.82,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Cable Fly Crossovers",,"",3,"normal",40.82,15,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Incline Cable Fly",,"",0,"normal",31.75,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Incline Cable Fly",,"",1,"normal",31.75,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Incline Cable Fly",,"",2,"normal",36.29,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Lat Pulldown (Cable)",,"",0,"normal",45.36,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Lat Pulldown (Cable)",,"",1,"normal",45.36,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Lat Pulldown (Cable)",,"",2,"normal",45.36,10,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Landmine Row",,"not exactly this exercise but that’s the closest thing i could find",0,"normal",22.68,7,,,
"morri","10 Oct 2025, 01:23","10 Oct 2025, 02:14","fazia um tempin q n treinava costas","Landmine Row",,"not exactly this exercise but that’s the closest thing i could find",1,"normal",22.68,7,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Barbell)",,"",0,"warmup",13.61,20,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Barbell)",,"",1,"normal",22.68,10,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Barbell)",,"",2,"normal",22.68,10,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Barbell)",,"",3,"normal",22.68,10,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Triceps Rope Pushdown",,"a ultima foi top execucoes porcas, vamo ficar no 60 mesmo por enquanto",0,"warmup",22.68,18,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Triceps Rope Pushdown",,"a ultima foi top execucoes porcas, vamo ficar no 60 mesmo por enquanto",1,"normal",27.22,12,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Triceps Rope Pushdown",,"a ultima foi top execucoes porcas, vamo ficar no 60 mesmo por enquanto",2,"normal",22.68,9,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Cable)",,"na cordinha",0,"normal",27.22,12,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Cable)",,"na cordinha",1,"normal",31.75,10,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Bicep Curl (Cable)",,"na cordinha",2,"normal",31.75,10,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Lateral Raise (Dumbbell)",,"",0,"normal",18.14,8,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Lateral Raise (Dumbbell)",,"",1,"normal",18.14,8,,,
"biri vapt vupt","3 Oct 2025, 13:10","3 Oct 2025, 13:46","pre trampo pra compensar a semana vagabundando no hollow knight","Lateral Raise (Dumbbell)",,"",2,"normal",18.14,8,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",0,"warmup",,15,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",1,"normal",20.41,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",2,"normal",43.09,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Squat (Barbell)",,"focusing on going deeeeep on the squats",3,"normal",43.09,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Leg Extension (Machine)",,"passei mal dps desses squat pqp\npegar leve aq kkkk",0,"normal",54.43,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Leg Extension (Machine)",,"passei mal dps desses squat pqp\npegar leve aq kkkk",1,"normal",54.43,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Leg Extension (Machine)",,"passei mal dps desses squat pqp\npegar leve aq kkkk",2,"normal",54.43,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Romanian Deadlift (Dumbbell)",,"morrendo pqp",0,"normal",15.88,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Romanian Deadlift (Dumbbell)",,"morrendo pqp",1,"normal",15.88,10,,,
"perma meio meh","26 Sep 2025, 02:03","26 Sep 2025, 02:58","faltou uma janta","Romanian Deadlift (Dumbbell)",,"morrendo pqp",2,"normal",15.88,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Incline Bench Press (Smith Machine)",,"bao",0,"warmup",20.41,20,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Incline Bench Press (Smith Machine)",,"bao",1,"normal",52.16,12,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Incline Bench Press (Smith Machine)",,"bao",2,"normal",52.16,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bench Press (Dumbbell)",,"meh",0,"normal",40.82,9,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bench Press (Dumbbell)",,"meh",1,"normal",40.82,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Cable Fly Crossovers",,"",0,"normal",40.82,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Cable Fly Crossovers",,"",1,"normal",45.36,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Triceps Pushdown",,"both arms + i stink",0,"warmup",24.95,20,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Triceps Pushdown",,"both arms + i stink",1,"normal",40.82,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Triceps Pushdown",,"both arms + i stink",2,"normal",36.29,10,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Barbell)",,"de pe",0,"normal",18.14,12,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Barbell)",,"de pe",1,"normal",18.14,12,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Dumbbell)",,"alternado",0,"normal",22.68,8,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Dumbbell)",,"alternado",1,"normal",22.68,8,,,
"peibitri","19 Sep 2025, 01:41","19 Sep 2025, 02:30","","Bicep Curl (Dumbbell)",,"alternado",2,"failure",22.68,12,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",0,"warmup",18.14,12,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",1,"normal",36.29,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",2,"normal",36.29,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Preacher Curl (Machine)",,"",3,"normal",36.29,8,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Triceps Pushdown",,"single arm",0,"normal",13.61,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Triceps Pushdown",,"single arm",1,"normal",13.61,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Triceps Pushdown",,"single arm",2,"normal",9.07,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Seated Palms Up Wrist Curl",,"15 each arm\n\ngostei mais dos sets de 15",0,"normal",13.61,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Seated Palms Up Wrist Curl",,"15 each arm\n\ngostei mais dos sets de 15",1,"normal",13.61,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Seated Palms Up Wrist Curl",,"15 each arm\n\ngostei mais dos sets de 15",2,"normal",18.14,15,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Bicep Curl (Cable)",,"",0,"normal",22.68,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Bicep Curl (Cable)",,"",1,"normal",27.22,10,,,
"braço ligero bala","5 Sep 2025, 15:25","5 Sep 2025, 16:04","tava me sentindo frango, tive q ir treinar braço","Bicep Curl (Cable)",,"",2,"normal",31.75,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",0,"warmup",24.95,14,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",1,"normal",54.43,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",2,"normal",54.43,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Iso-Lateral Row (Machine)",,"one arm only",3,"normal",54.43,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",0,"warmup",38.56,12,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",1,"normal",45.36,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",2,"normal",45.36,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Lat Pulldown (Cable)",,"",3,"normal",45.36,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",40.82,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",0,"warmup",13.61,12,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",1,"normal",18.14,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",2,"normal",15.88,8,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Shoulder Press (Dumbbell)",,"",3,"normal",15.88,5,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,12,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Bicep Curl (Dumbbell)",,"",2,"failure",22.68,15,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Triceps Pushdown",,"different cable",0,"normal",13.61,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Triceps Pushdown",,"different cable",1,"normal",13.61,10,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Triceps Pushdown",,"different cable",2,"failure",11.34,15,,,
"me and lore","2 Sep 2025, 23:13","3 Sep 2025, 01:03","","Treadmill",,"no idea but it was 3MPH",0,"normal",,,,1800,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Hip Thrust (Barbell)",,"",0,"normal",40.82,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Hip Thrust (Barbell)",,"",1,"normal",81.65,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Hip Thrust (Barbell)",,"",2,"normal",122.47,8,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",0,"warmup",20.41,15,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",1,"normal",43.09,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",2,"normal",61.24,6,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Squat (Barbell)",,"",3,"failure",43.09,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",0,"warmup",40.82,15,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",1,"normal",81.65,12,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",2,"normal",122.47,10,,,
"pernocas","28 Aug 2025, 01:01","28 Aug 2025, 02:11","going deep on squats","Leg Press (Machine)",,"",3,"normal",122.47,8,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",0,"warmup",27.22,15,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",1,"normal",31.75,15,,,
"2 semanas sem treinar mas to de volta","20 Aug 2025, 02:23","20 Aug 2025, 03:43","i forgor the photo","Cable Fly Crossovers",,"feeling gud",2,"normal",36.29,12,,,
